Row,multiply_type,nr_c,dot_product_length,num_vfops,load_left_block_throughput,load_left_throughput_bottlenck,load_left_num_uops,operate_block_throughput,operate_throughput_bottlenck,operate_num_uops
cmat_mulx_avx_nr_c_3_dot_product_length_16,cmat_mulx_avx,3,16,189,108,Backend,291,119,Backend,454
cmat_mulx_avx_nr_c_3_dot_product_length_17,cmat_mulx_avx,3,17,201,120,Backend,309,125.53,Backend,490
cmat_mulx_avx_nr_c_3_dot_product_length_18,cmat_mulx_avx,3,18,213,120,Backend,327,134.95,Backend,521
cmat_mulx_avx_nr_c_3_dot_product_length_19,cmat_mulx_avx,3,19,225,126,Backend,345,143,Backend,552
cmat_mulx_avx_nr_c_3_dot_product_length_20,cmat_mulx_avx,3,20,237,132,Backend,363,150.47,Backend,583
cmat_mulx_avx_nr_c_4_dot_product_length_2,cmat_mulx_avx,4,2,28,13.53,Backend,34,14.63,Backend,55
cmat_mulx_avx_nr_c_4_dot_product_length_3,cmat_mulx_avx,4,3,44,23.05,Backend,64,22.47,Backend,85
cmat_mulx_avx_nr_c_4_dot_product_length_4,cmat_mulx_avx,4,4,60,32,Backend,92,31,Backend,114
cmat_mulx_avx_nr_c_4_dot_product_length_5,cmat_mulx_avx,4,5,76,44.11,Backend,122,40,Backend,144
cmat_mulx_avx_nr_c_4_dot_product_length_6,cmat_mulx_avx,4,6,92,51,Backend,148,49,Backend,178
cmat_mulx_avx_nr_c_4_dot_product_length_7,cmat_mulx_avx,4,7,108,62,Backend,172,59,Backend,217
cmat_mulx_avx_nr_c_4_dot_product_length_8,cmat_mulx_avx,4,8,124,76,Backend,196,69,Backend,256
cmat_mulx_avx_nr_c_4_dot_product_length_9,cmat_mulx_avx,4,9,140,84,Backend,220,80,Backend,301
cmat_mulx_avx_nr_c_4_dot_product_length_10,cmat_mulx_avx,4,10,156,92,Backend,244,90,Backend,340
cmat_mulx_avx_nr_c_4_dot_product_length_11,cmat_mulx_avx,4,11,172,100,Backend,268,99,Backend,379
cmat_mulx_avx_nr_c_4_dot_product_length_12,cmat_mulx_avx,4,12,188,108,Backend,292,109,Backend,418
cmat_mulx_avx_nr_c_4_dot_product_length_13,cmat_mulx_avx,4,13,204,116,Backend,316,121,Backend,457
cmat_mulx_avx_nr_c_4_dot_product_length_14,cmat_mulx_avx,4,14,220,124,Backend,340,130,Backend,496
cmat_mulx_avx_nr_c_4_dot_product_length_15,cmat_mulx_avx,4,15,236,132,Backend,364,141,Backend,535
cmat_mulx_avx_nr_c_4_dot_product_length_16,cmat_mulx_avx,4,16,252,140,Backend,388,151,Backend,574
cmat_mulx_avx_nr_c_4_dot_product_length_17,cmat_mulx_avx,4,17,268,160,Backend,412,159,Backend,618
cmat_mulx_avx_nr_c_4_dot_product_length_18,cmat_mulx_avx,4,18,284,156,Backend,436,170,Backend,657
cmat_mulx_avx_nr_c_4_dot_product_length_19,cmat_mulx_avx,4,19,300,164,Backend,460,181,Backend,697
cmat_mulx_avx_nr_c_4_dot_product_length_20,cmat_mulx_avx,4,20,316,172,Backend,484,191,Backend,736
cmat_mulx_avx_nr_c_5_dot_product_length_2,cmat_mulx_avx,5,2,35,18,Backend,47,18.26,Backend,69
cmat_mulx_avx_nr_c_5_dot_product_length_3,cmat_mulx_avx,5,3,55,31.05,Backend,83,28,Backend,105
cmat_mulx_avx_nr_c_5_dot_product_length_4,cmat_mulx_avx,5,4,75,40.32,Backend,117,38.53,Backend,140
cmat_mulx_avx_nr_c_5_dot_product_length_5,cmat_mulx_avx,5,5,95,57,Backend,153,49.05,Backend,176
cmat_mulx_avx_nr_c_5_dot_product_length_6,cmat_mulx_avx,5,6,115,64,Backend,185,61,Backend,217
cmat_mulx_avx_nr_c_5_dot_product_length_7,cmat_mulx_avx,5,7,135,78,Backend,215,73,Backend,264
cmat_mulx_avx_nr_c_5_dot_product_length_8,cmat_mulx_avx,5,8,155,95,Backend,245,85.53,Backend,311
cmat_mulx_avx_nr_c_5_dot_product_length_9,cmat_mulx_avx,5,9,175,108,Backend,275,97.47,Backend,365
cmat_mulx_avx_nr_c_5_dot_product_length_10,cmat_mulx_avx,5,10,195,118,Backend,305,109.05,Backend,412
cmat_mulx_avx_nr_c_5_dot_product_length_11,cmat_mulx_avx,5,11,215,128,Backend,335,121,Backend,459
cmat_mulx_avx_nr_c_5_dot_product_length_12,cmat_mulx_avx,5,12,235,138,Backend,365,132.47,Backend,506
cmat_mulx_avx_nr_c_5_dot_product_length_13,cmat_mulx_avx,5,13,255,148,Backend,395,145.53,Backend,553
cmat_mulx_avx_nr_c_5_dot_product_length_14,cmat_mulx_avx,5,14,275,158,Backend,425,158.47,Backend,600
cmat_mulx_avx_nr_c_5_dot_product_length_15,cmat_mulx_avx,5,15,295,168,Backend,455,170.47,Backend,647
cmat_mulx_avx_nr_c_5_dot_product_length_16,cmat_mulx_avx,5,16,315,178,Backend,485,182.53,Backend,694
cmat_mulx_avx_nr_c_5_dot_product_length_17,cmat_mulx_avx,5,17,335,200,Backend,515,193,Backend,748
cmat_mulx_avx_nr_c_5_dot_product_length_18,cmat_mulx_avx,5,18,355,198,Backend,545,206.53,Backend,794
cmat_mulx_avx_nr_c_5_dot_product_length_19,cmat_mulx_avx,5,19,375,208,Backend,575,219,Backend,842
cmat_mulx_avx_nr_c_5_dot_product_length_20,cmat_mulx_avx,5,20,395,218,Backend,605,231,Backend,889
cmat_mulx_avx_nr_c_6_dot_product_length_2,cmat_mulx_avx,6,2,42,22.47,Backend,60,21.37,Backend,83
cmat_mulx_avx_nr_c_6_dot_product_length_3,cmat_mulx_avx,6,3,66,36,Backend,102,33,Backend,125
cmat_mulx_avx_nr_c_6_dot_product_length_4,cmat_mulx_avx,6,4,90,49,Backend,142,46,Backend,166
cmat_mulx_avx_nr_c_6_dot_product_length_5,cmat_mulx_avx,6,5,114,65.11,Backend,184,59,Backend,208
cmat_mulx_avx_nr_c_6_dot_product_length_6,cmat_mulx_avx,6,6,138,77,Backend,222,71,Backend,256
cmat_mulx_avx_nr_c_6_dot_product_length_7,cmat_mulx_avx,6,7,162,94,Backend,258,86,Backend,311
cmat_mulx_avx_nr_c_6_dot_product_length_8,cmat_mulx_avx,6,8,186,114,Backend,294,101,Backend,366
cmat_mulx_avx_nr_c_6_dot_product_length_9,cmat_mulx_avx,6,9,210,126,Backend,330,116,Backend,429
cmat_mulx_avx_nr_c_6_dot_product_length_10,cmat_mulx_avx,6,10,234,138,Backend,366,130,Backend,484
cmat_mulx_avx_nr_c_6_dot_product_length_11,cmat_mulx_avx,6,11,258,150,Backend,402,142,Backend,539
cmat_mulx_avx_nr_c_6_dot_product_length_12,cmat_mulx_avx,6,12,282,162,Backend,438,158,Backend,594
cmat_mulx_avx_nr_c_6_dot_product_length_13,cmat_mulx_avx,6,13,306,174,Backend,474,172,Backend,649
cmat_mulx_avx_nr_c_6_dot_product_length_14,cmat_mulx_avx,6,14,330,186,Backend,510,184,Backend,704
cmat_mulx_avx_nr_c_6_dot_product_length_15,cmat_mulx_avx,6,15,354,198,Backend,546,199,Backend,759
cmat_mulx_avx_nr_c_6_dot_product_length_16,cmat_mulx_avx,6,16,378,210,Backend,582,214,Backend,814
cmat_mulx_avx_nr_c_6_dot_product_length_17,cmat_mulx_avx,6,17,402,240,Backend,618,228,Backend,877
cmat_mulx_avx_nr_c_6_dot_product_length_18,cmat_mulx_avx,6,18,426,234,Backend,654,242,Backend,931
cmat_mulx_avx_nr_c_6_dot_product_length_19,cmat_mulx_avx,6,19,450,246,Backend,690,255,Backend,986
cmat_mulx_avx_nr_c_6_dot_product_length_20,cmat_mulx_avx,6,20,474,258,Backend,726,271,Backend,1040
cmat_mulx_avx_nr_c_7_dot_product_length_2,cmat_mulx_avx,7,2,49,27,Backend,73,25,Backend,97
cmat_mulx_avx_nr_c_7_dot_product_length_3,cmat_mulx_avx,7,3,77,44,Backend,121,39,Backend,145
cmat_mulx_avx_nr_c_7_dot_product_length_4,cmat_mulx_avx,7,4,105,57.32,Backend,167,53.47,Backend,192
cmat_mulx_avx_nr_c_7_dot_product_length_5,cmat_mulx_avx,7,5,133,78,Backend,215,68.95,Backend,240
cmat_mulx_avx_nr_c_7_dot_product_length_6,cmat_mulx_avx,7,6,161,90,Backend,259,85,Backend,295
cmat_mulx_avx_nr_c_7_dot_product_length_7,cmat_mulx_avx,7,7,189,110,Backend,301,100.53,Backend,358
cmat_mulx_avx_nr_c_7_dot_product_length_8,cmat_mulx_avx,7,8,217,133,Backend,343,117,Backend,421
cmat_mulx_avx_nr_c_7_dot_product_length_9,cmat_mulx_avx,7,9,245,150,Backend,385,133,Backend,493
cmat_mulx_avx_nr_c_7_dot_product_length_10,cmat_mulx_avx,7,10,273,164,Backend,427,149,Backend,556
cmat_mulx_avx_nr_c_7_dot_product_length_11,cmat_mulx_avx,7,11,301,178,Backend,469,164.53,Backend,619
cmat_mulx_avx_nr_c_7_dot_product_length_12,cmat_mulx_avx,7,12,329,192,Backend,511,182.53,Backend,682
cmat_mulx_avx_nr_c_7_dot_product_length_13,cmat_mulx_avx,7,13,357,206,Backend,553,197,Backend,745
cmat_mulx_avx_nr_c_7_dot_product_length_14,cmat_mulx_avx,7,14,385,220,Backend,595,213,Backend,808
cmat_mulx_avx_nr_c_7_dot_product_length_15,cmat_mulx_avx,7,15,413,234,Backend,637,228.53,Backend,871
cmat_mulx_avx_nr_c_7_dot_product_length_16,cmat_mulx_avx,7,16,441,248,Backend,679,244.53,Backend,934
cmat_mulx_avx_nr_c_7_dot_product_length_17,cmat_mulx_avx,7,17,469,280,Backend,721,261.53,Backend,1006
cmat_mulx_avx_nr_c_7_dot_product_length_18,cmat_mulx_avx,7,18,497,276,Backend,763,276.53,Backend,1068
cmat_mulx_avx_nr_c_7_dot_product_length_19,cmat_mulx_avx,7,19,525,290,Backend,805,291.53,Backend,1131
cmat_mulx_avx_nr_c_7_dot_product_length_20,cmat_mulx_avx,7,20,553,304,Backend,847,309.53,Backend,1194
cmat_mulx_avx_nr_c_8_dot_product_length_2,cmat_mulx_avx,8,2,56,31.47,Backend,86,28.47,Backend,111
cmat_mulx_avx_nr_c_8_dot_product_length_3,cmat_mulx_avx,8,3,88,49,Backend,140,45,Backend,165
cmat_mulx_avx_nr_c_8_dot_product_length_4,cmat_mulx_avx,8,4,120,66,Backend,192,61,Backend,218
cmat_mulx_avx_nr_c_8_dot_product_length_5,cmat_mulx_avx,8,5,152,86,Backend,246,79,Backend,272
cmat_mulx_avx_nr_c_8_dot_product_length_6,cmat_mulx_avx,8,6,184,103,Backend,296,97,Backend,334
cmat_mulx_avx_nr_c_8_dot_product_length_7,cmat_mulx_avx,8,7,216,124,Backend,344,114,Backend,405
cmat_mulx_avx_nr_c_8_dot_product_length_8,cmat_mulx_avx,8,8,248,152,Backend,392,132,Backend,476
cmat_mulx_avx_nr_c_8_dot_product_length_9,cmat_mulx_avx,8,9,280,168,Backend,440,151,Backend,557
cmat_mulx_avx_nr_c_8_dot_product_length_10,cmat_mulx_avx,8,10,312,184,Backend,488,169,Backend,628
cmat_mulx_avx_nr_c_8_dot_product_length_11,cmat_mulx_avx,8,11,344,200,Backend,536,186,Backend,699
cmat_mulx_avx_nr_c_8_dot_product_length_12,cmat_mulx_avx,8,12,376,216,Backend,584,206,Backend,770
cmat_mulx_avx_nr_c_8_dot_product_length_13,cmat_mulx_avx,8,13,408,232,Backend,632,223,Backend,841
cmat_mulx_avx_nr_c_8_dot_product_length_14,cmat_mulx_avx,8,14,440,248,Backend,680,241,Backend,912
cmat_mulx_avx_nr_c_8_dot_product_length_15,cmat_mulx_avx,8,15,472,264,Backend,728,258,Backend,983
cmat_mulx_avx_nr_c_8_dot_product_length_16,cmat_mulx_avx,8,16,504,280,Backend,776,277,Backend,1054
cmat_mulx_avx_nr_c_8_dot_product_length_17,cmat_mulx_avx,8,17,536,320,Backend,824,295,Backend,1135
cmat_mulx_avx_nr_c_8_dot_product_length_18,cmat_mulx_avx,8,18,568,312,Backend,872,312,Backend,1205
cmat_mulx_avx_nr_c_8_dot_product_length_19,cmat_mulx_avx,8,19,600,328,Backend,920,329,Backend,1276
cmat_mulx_avx_nr_c_8_dot_product_length_20,cmat_mulx_avx,8,20,632,344,Backend,968,349,Backend,1347
cmat_mulx_avx_nr_c_9_dot_product_length_2,cmat_mulx_avx,9,2,63,36,Backend,99,32,Backend,125
cmat_mulx_avx_nr_c_9_dot_product_length_3,cmat_mulx_avx,9,3,99,57,Backend,159,50.47,Backend,185
cmat_mulx_avx_nr_c_9_dot_product_length_4,cmat_mulx_avx,9,4,135,74.32,Backend,217,68.53,Backend,244
cmat_mulx_avx_nr_c_9_dot_product_length_5,cmat_mulx_avx,9,5,171,99,Backend,277,87.47,Backend,304
cmat_mulx_avx_nr_c_9_dot_product_length_6,cmat_mulx_avx,9,6,207,116,Backend,333,107,Backend,373
cmat_mulx_avx_nr_c_9_dot_product_length_7,cmat_mulx_avx,9,7,243,140,Backend,387,128,Backend,452
cmat_mulx_avx_nr_c_9_dot_product_length_8,cmat_mulx_avx,9,8,279,171,Backend,441,148,Backend,531
cmat_mulx_avx_nr_c_9_dot_product_length_9,cmat_mulx_avx,9,9,315,192,Backend,495,168,Backend,621
cmat_mulx_avx_nr_c_9_dot_product_length_10,cmat_mulx_avx,9,10,351,210,Backend,549,188,Backend,700
cmat_mulx_avx_nr_c_9_dot_product_length_11,cmat_mulx_avx,9,11,387,228,Backend,603,207.53,Backend,779
cmat_mulx_avx_nr_c_9_dot_product_length_12,cmat_mulx_avx,9,12,423,246,Backend,657,229.53,Backend,858
cmat_mulx_avx_nr_c_9_dot_product_length_13,cmat_mulx_avx,9,13,459,264,Backend,711,248,Backend,937
cmat_mulx_avx_nr_c_9_dot_product_length_14,cmat_mulx_avx,9,14,495,282,Backend,765,268.47,Backend,1016
cmat_mulx_avx_nr_c_9_dot_product_length_15,cmat_mulx_avx,9,15,531,300,Backend,819,288,Backend,1095
cmat_mulx_avx_nr_c_9_dot_product_length_16,cmat_mulx_avx,9,16,567,318,Backend,873,308.53,Backend,1174
cmat_mulx_avx_nr_c_9_dot_product_length_17,cmat_mulx_avx,9,17,603,360,Backend,927,328.53,Backend,1264
cmat_mulx_avx_nr_c_9_dot_product_length_18,cmat_mulx_avx,9,18,639,354,Backend,981,347.53,Backend,1342
cmat_mulx_avx_nr_c_9_dot_product_length_19,cmat_mulx_avx,9,19,675,372,Backend,1035,366.53,Backend,1421
cmat_mulx_avx_nr_c_9_dot_product_length_20,cmat_mulx_avx,9,20,711,390,Backend,1089,388.53,Backend,1500
cmat_mulx_avx_nr_c_10_dot_product_length_2,cmat_mulx_avx,10,2,70,40.53,Backend,112,36,Backend,139
cmat_mulx_avx_nr_c_10_dot_product_length_3,cmat_mulx_avx,10,3,110,62,Backend,178,56,Backend,205
cmat_mulx_avx_nr_c_10_dot_product_length_4,cmat_mulx_avx,10,4,150,83,Backend,242,76,Backend,270
cmat_mulx_avx_nr_c_10_dot_product_length_5,cmat_mulx_avx,10,5,190,107,Backend,308,99,Backend,336
cmat_mulx_avx_nr_c_10_dot_product_length_6,cmat_mulx_avx,10,6,230,129,Backend,370,120,Backend,412
cmat_mulx_avx_nr_c_10_dot_product_length_7,cmat_mulx_avx,10,7,270,156,Backend,430,141,Backend,499
cmat_mulx_avx_nr_c_10_dot_product_length_8,cmat_mulx_avx,10,8,310,190,Backend,490,163,Backend,586
cmat_mulx_avx_nr_c_10_dot_product_length_9,cmat_mulx_avx,10,9,350,210,Backend,550,186,Backend,685
cmat_mulx_avx_nr_c_10_dot_product_length_10,cmat_mulx_avx,10,10,390,230,Backend,610,208,Backend,772
cmat_mulx_avx_nr_c_10_dot_product_length_11,cmat_mulx_avx,10,11,430,250,Backend,670,229,Backend,859
cmat_mulx_avx_nr_c_10_dot_product_length_12,cmat_mulx_avx,10,12,470,270,Backend,730,253,Backend,946
cmat_mulx_avx_nr_c_10_dot_product_length_13,cmat_mulx_avx,10,13,510,290,Backend,790,274,Backend,1033
cmat_mulx_avx_nr_c_10_dot_product_length_14,cmat_mulx_avx,10,14,550,310,Backend,850,296,Backend,1120
cmat_mulx_avx_nr_c_10_dot_product_length_15,cmat_mulx_avx,10,15,590,330,Backend,910,318,Backend,1207
cmat_mulx_avx_nr_c_10_dot_product_length_16,cmat_mulx_avx,10,16,630,350,Backend,970,340,Backend,1294
cmat_mulx_avx_nr_c_10_dot_product_length_17,cmat_mulx_avx,10,17,670,400,Backend,1030,361,Backend,1392
cmat_mulx_avx_nr_c_10_dot_product_length_18,cmat_mulx_avx,10,18,710,390,Backend,1090,383,Backend,1479
cmat_mulx_avx_nr_c_10_dot_product_length_19,cmat_mulx_avx,10,19,750,410,Backend,1150,404,Backend,1566
cmat_mulx_avx_nr_c_10_dot_product_length_20,cmat_mulx_avx,10,20,790,430,Backend,1210,428,Backend,1653
cmat_mulx_avx_nr_c_11_dot_product_length_2,cmat_mulx_avx,11,2,77,45,Backend,125,39.53,Backend,153
cmat_mulx_avx_nr_c_11_dot_product_length_3,cmat_mulx_avx,11,3,121,70,Backend,197,61.47,Backend,225
cmat_mulx_avx_nr_c_11_dot_product_length_4,cmat_mulx_avx,11,4,165,91.32,Backend,267,83.47,Backend,296
cmat_mulx_avx_nr_c_11_dot_product_length_5,cmat_mulx_avx,11,5,209,120,Backend,339,107,Backend,368
cmat_mulx_avx_nr_c_11_dot_product_length_6,cmat_mulx_avx,11,6,253,142,Backend,407,131.47,Backend,451
cmat_mulx_avx_nr_c_11_dot_product_length_7,cmat_mulx_avx,11,7,297,172,Backend,473,155,Backend,546
cmat_mulx_avx_nr_c_11_dot_product_length_8,cmat_mulx_avx,11,8,341,209,Backend,539,178.47,Backend,641
cmat_mulx_avx_nr_c_11_dot_product_length_9,cmat_mulx_avx,11,9,385,234,Backend,605,203,Backend,749
cmat_mulx_avx_nr_c_11_dot_product_length_10,cmat_mulx_avx,11,10,429,256,Backend,671,227,Backend,844
cmat_mulx_avx_nr_c_11_dot_product_length_11,cmat_mulx_avx,11,11,473,278,Backend,737,250.53,Backend,939
cmat_mulx_avx_nr_c_11_dot_product_length_12,cmat_mulx_avx,11,12,517,300,Backend,803,276.53,Backend,1034
cmat_mulx_avx_nr_c_11_dot_product_length_13,cmat_mulx_avx,11,13,561,322,Backend,869,299,Backend,1129
cmat_mulx_avx_nr_c_11_dot_product_length_14,cmat_mulx_avx,11,14,605,344,Backend,935,323.47,Backend,1224
cmat_mulx_avx_nr_c_11_dot_product_length_15,cmat_mulx_avx,11,15,649,366,Backend,1001,348,Backend,1319
cmat_mulx_avx_nr_c_11_dot_product_length_16,cmat_mulx_avx,11,16,693,388,Backend,1067,371.53,Backend,1414
cmat_mulx_avx_nr_c_11_dot_product_length_17,cmat_mulx_avx,11,17,737,440,Backend,1133,394.05,Backend,1521
cmat_mulx_avx_nr_c_11_dot_product_length_18,cmat_mulx_avx,11,18,781,432,Backend,1199,418.53,Backend,1616
cmat_mulx_avx_nr_c_11_dot_product_length_19,cmat_mulx_avx,11,19,825,454,Backend,1265,441.53,Backend,1711
cmat_mulx_avx_nr_c_11_dot_product_length_20,cmat_mulx_avx,11,20,869,476,Backend,1331,467.53,Backend,1806
cmat_mulx_avx_nr_c_12_dot_product_length_2,cmat_mulx_avx,12,2,84,49.47,Backend,138,43,Backend,167
cmat_mulx_avx_nr_c_12_dot_product_length_3,cmat_mulx_avx,12,3,132,75,Backend,216,67,Backend,245
cmat_mulx_avx_nr_c_12_dot_product_length_4,cmat_mulx_avx,12,4,180,100,Backend,292,91,Backend,322
cmat_mulx_avx_nr_c_12_dot_product_length_5,cmat_mulx_avx,12,5,228,128,Backend,370,116,Backend,400
cmat_mulx_avx_nr_c_12_dot_product_length_6,cmat_mulx_avx,12,6,276,155,Backend,444,141,Backend,490
cmat_mulx_avx_nr_c_12_dot_product_length_7,cmat_mulx_avx,12,7,324,188,Backend,516,169,Backend,593
cmat_mulx_avx_nr_c_12_dot_product_length_8,cmat_mulx_avx,12,8,372,228,Backend,588,194,Backend,696
cmat_mulx_avx_nr_c_12_dot_product_length_9,cmat_mulx_avx,12,9,420,252,Backend,660,221,Backend,813
cmat_mulx_avx_nr_c_12_dot_product_length_10,cmat_mulx_avx,12,10,468,276,Backend,732,248,Backend,916
cmat_mulx_avx_nr_c_12_dot_product_length_11,cmat_mulx_avx,12,11,516,300,Backend,804,272,Backend,1019
cmat_mulx_avx_nr_c_12_dot_product_length_12,cmat_mulx_avx,12,12,564,324,Backend,876,300,Backend,1122
cmat_mulx_avx_nr_c_12_dot_product_length_13,cmat_mulx_avx,12,13,612,348,Backend,948,325,Backend,1225
cmat_mulx_avx_nr_c_12_dot_product_length_14,cmat_mulx_avx,12,14,660,372,Backend,1020,351,Backend,1328
cmat_mulx_avx_nr_c_12_dot_product_length_15,cmat_mulx_avx,12,15,708,396,Backend,1092,377,Backend,1431
cmat_mulx_avx_nr_c_12_dot_product_length_16,cmat_mulx_avx,12,16,756,420,Backend,1164,403,Backend,1534
cmat_mulx_avx_nr_c_12_dot_product_length_17,cmat_mulx_avx,12,17,804,480,Backend,1236,428,Backend,1650
cmat_mulx_avx_nr_c_12_dot_product_length_18,cmat_mulx_avx,12,18,852,468,Backend,1308,454,Backend,1753
cmat_mulx_avx_nr_c_12_dot_product_length_19,cmat_mulx_avx,12,19,900,492,Backend,1380,479,Backend,1856
cmat_mulx_avx_nr_c_12_dot_product_length_20,cmat_mulx_avx,12,20,948,516,Backend,1452,507,Backend,1959
cmat_mulx_avx_nr_c_13_dot_product_length_2,cmat_mulx_avx,13,2,91,54,Backend,151,46.53,Backend,181
cmat_mulx_avx_nr_c_13_dot_product_length_3,cmat_mulx_avx,13,3,143,83,Backend,235,72.47,Backend,265
cmat_mulx_avx_nr_c_13_dot_product_length_4,cmat_mulx_avx,13,4,195,108.32,Backend,317,98.53,Backend,348
cmat_mulx_avx_nr_c_13_dot_product_length_5,cmat_mulx_avx,13,5,247,141,Backend,401,127.47,Backend,432
cmat_mulx_avx_nr_c_13_dot_product_length_6,cmat_mulx_avx,13,6,299,168,Backend,481,154,Backend,529
cmat_mulx_avx_nr_c_13_dot_product_length_7,cmat_mulx_avx,13,7,351,204,Backend,559,183,Backend,640
cmat_mulx_avx_nr_c_13_dot_product_length_8,cmat_mulx_avx,13,8,403,247,Backend,637,209.47,Backend,751
cmat_mulx_avx_nr_c_13_dot_product_length_9,cmat_mulx_avx,13,9,455,276,Backend,715,238,Backend,877
cmat_mulx_avx_nr_c_13_dot_product_length_10,cmat_mulx_avx,13,10,507,302,Backend,793,266,Backend,988
cmat_mulx_avx_nr_c_13_dot_product_length_11,cmat_mulx_avx,13,11,559,328,Backend,871,293.53,Backend,1099
cmat_mulx_avx_nr_c_13_dot_product_length_12,cmat_mulx_avx,13,12,611,354,Backend,949,323.53,Backend,1210
cmat_mulx_avx_nr_c_13_dot_product_length_13,cmat_mulx_avx,13,13,663,380,Backend,1027,350,Backend,1321
cmat_mulx_avx_nr_c_13_dot_product_length_14,cmat_mulx_avx,13,14,715,406,Backend,1105,378.47,Backend,1432
cmat_mulx_avx_nr_c_13_dot_product_length_15,cmat_mulx_avx,13,15,767,432,Backend,1183,407,Backend,1543
cmat_mulx_avx_nr_c_13_dot_product_length_16,cmat_mulx_avx,13,16,819,458,Backend,1261,434.53,Backend,1654
cmat_mulx_avx_nr_c_13_dot_product_length_17,cmat_mulx_avx,13,17,871,520,Backend,1339,461.05,Backend,1779
